pid,articleid,title,publication_date,joid,prid
489920,545401,Motorcycle graphs and straight skeletons,2002-01-06,,490111
1073899,88575,Contour tracing by piecewise linear approximations,1990-10-01,961832,
36821,336173,An improved bound for <italic>k</italic>-sets in three dimensions,2000-05-01,,36914
770107,1049960,Coscheduling in Clusters,2004-11-06,,770249
71810,1137887,Plane embeddings of planar graph metrics,2006-06-05,,71907
1061000,844144,Supporting time-sensitive applications on a commodity OS,2002-12-31,961009,
776624,215419,Elimination trees and the construction of pools and stacks,1995-07-20,,776664
176231,191755,Comparative usability evaluation,1994-04-24,,176315
112434,1069987,Energy Optimization of Subthreshold-Voltage Sensor Network Processors,2005-05-01,,112525
396085,263011,Practical techniques for constructing binary space partitions for orthogonal rectangles,1997-08-01,,396174
5021,1995701,Calibration of an agent-based simulation model depicting a refugee camp scenario,2009-12-13,,5618
293978,564900,Work dealing,2002-08-10,,294018
683551,1250959,Frugality ratios and improved truthful mechanisms for vertex cover,2007-06-11,,683570
36009,1322295,An adaptive communication architecture for wireless sensor networks,2007-11-06,,36183
553367,1133418,Model checking system software with CMC,2002-07-01,,553393
1078708,62028,Verifying temporal properties without temporal logic,1989-01-01,961873,
304340,1226977,Remote active tangible interactions,2007-02-15,,304463
593799,949412,Reuse repositories and reuse,2003-10-26,,593893
6558,1278964,Hands-on sharing,2007-07-02,,6581
660632,1057460,Similarity-based surface modelling using geodesic fans,2004-07-08,,660638
492824,1125660,Making recommendations better,2006-04-21,,493292
3453,2399142,Beat Haiku,2012-10-14,,3528
615713,1283792,Impact of die-to-die and within-die parameter variations on the throughput distribution of multi-core processors,2007-08-27,,615963
1026962,1059517,Trade-offs in probabilistic packet marking for IP traceback,2005-03-01,962389,
822498,1194828,Merging Head and Tail Duplication for Convergent Hyperblock Formation,2006-12-09,,822595
343735,237220,Simplification envelopes,1996-08-01,,343863
904565,1040881,SmartCanvas,2005-01-10,,904629
5683,1366812,OntoZilla,2007-06-06,,6031
397404,259426,How useful is old information (extended abstract)?,1997-08-01,,397471
7199,2181051,Visual ethnography in game design,2011-09-28,,7379
368229,277692,Efficient communication strategies for ad-hoc wireless networks (extended abstract),1998-06-01,,368241
1099505,54405,Development of a three-dimensional auditory display system,1988-10-01,968650,
2000,1409327,Using Second Life to demonstrate a concept automobile heads up display (A-HUD),2008-09-02,,2092
4158,1454019,Recommending topics for self-descriptions in online user profiles,2008-10-23,,4312
367980,220331,A global motion planner for a mobile robot on a terrain,1995-09-01,,368011
78296,644243,An approximation algorithm for cutting out convex polygons,2003-01-12,,78315
7076,808138,Hierarchical control of robot vision by internal models,1984-01-01,,7123
413750,239108,Evolution of object behavior using context relations,1996-10-01,,413775
5387,1995819,Ensuring building performance through simulation,2009-12-13,,5618
508195,232993,Exploiting choice,1996-05-01,,508221
5977,1366898,Privacy-preserving collision detection of two circles,2007-06-06,,6031
451086,1276449,Robust on-line computation of Reeb graphs,2007-07-29,,451245
855284,1007387,A fully dynamic reachability algorithm for directed graphs with an almost linear update time,2004-06-13,,855356
188587,1141993,Spectral surface quadrangulation,2006-07-01,,188652
944940,567765,Space-time tradeoffs for linear recursion,1979-01-01,,944968
1000668,1082472,Shared memory computing on clusters with symmetric multiprocessors and system area networks,2005-08-01,963858,
687001,375232,Six degree-of-freedom haptic display of polygonal models,2000-10-01,,687169
769530,859624,Implicitly-multithreaded processors,2003-05-01,,769582
1012720,271306,New developments for virtual model displays,1997-05-01,962137,
610671,1278302,TORSO,2007-08-05,,610694
1004348,175253,New technologies and applications in robotics,1994-03-01,961004,
36839,336189,The analysis of a simple <italic>k</italic>-means clustering algorithm,2000-05-01,,36914
829802,304983,Small distortion and volume preserving embeddings for planar and Euclidean metrics,1999-06-13,,829849
1105484,1189777,Feature-based similarity search in graph structures,2006-12-01,962660,
1986,1409324,Spybuster - a community-based privacy tagging platform,2008-09-02,,2092
212861,501437,The quest for security in mobile ad hoc networks,2001-10-01,,212940
3260,2399077,Towards doll based design,2012-10-14,,3528
4062,2648753,A biomass-based marine sediment energy harvesting system,2013-09-04,,4123
887968,282225,Vector field comparisons using earth mover's distance,1998-07-21,,888224
6843,117972,The Kala basket,1991-11-01,,6885
5600,1995885,Buffer capacity allocation using ant colony optimisation algorithm,2009-12-13,,5618
6685,2007072,Automatic human activity recognition in video using background modeling and spatio-temporal template matching based technique,2011-07-21,,6786
3914,2648721,An energy-efficient branch prediction technique via global-history noise reduction,2013-09-04,,4123
2914,997862,Quality meshing for polyhedra with small angles,2004-06-08,,2998
374489,1047483,The effects of individual differences on CS2 course performance across universities,2005-02-23,,374615
993215,322423,Complexity Results for Permuting Data and Other Computations on Parallel Processors,1984-03-30,962389,
516743,314090,Guillotine subdivisions approximate polygonal subdivisions,1996-01-28,,516777
1055022,32220,Concurrency control performance modeling: alternatives and implications,1987-11-01,962660,
433525,191135,Sifting out the gold,1994-10-01,,433552
6325,1690460,UNMAKEABLELOVE,2009-10-29,,6543
6791,117956,Parallel generational garbage collection,1991-11-01,,6885
6456,1690493,Music box,2009-10-29,,6543
2850,997838,Pushing squares around,2004-06-08,,2998
1064951,604448,Contributions,2000-02-01,962137,
94625,331572,Parallel sorting on cache-coherent DSM multiprocessors,1999-01-01,,94769
677601,263784,Parallel breadth-first BDD construction,1997-06-21,,677619
4565,1995542,Simulation optimization with hybrid golden region search,2009-12-13,,5618
71786,1137877,Vines and vineyards by updating persistence in linear time,2006-06-05,,71907
1099,1753618,Motivating expressive writing with a text-to-sound application,2010-04-10,,1544
927820,545246,Speculative dynamic vectorization,2002-05-01,,927841
787566,777807,Topological graphs with no self-intersecting cycle of length 4,2003-06-08,,787643
123101,237142,An evaluation of memory consistency models for shared-memory systems with ILP processors,1996-09-01,,123180
455583,948244,Network performance monitoring at small time scales,2003-10-27,,455588
5952,1366890,A flexible mandatory access control policy for XML databases,2007-06-06,,6031
401920,943847,Using Software Logging to Support Multi-Version Buffering in Thread-Level Speculation,2003-09-27,,401940
4167,1454022,A cross-cultural user evaluation of product recommender interfaces,2008-10-23,,4312
4597,1995554,Omitting meaningless digits,2009-12-13,,5618
548997,1074018,Traffic engineering of management flows by link augmentations on confluent trees,2005-07-18,,549006
797228,314339,Improved access to optical bandwidth in trees,1997-01-05,,797287
4515,1995521,On the error distribution for randomly-shifted lattice rules,2009-12-13,,5618
16274,315072,Folding and one straight cut suffice,1999-01-01,,16396
7179,2181044,Using deliberate ambiguity of the information economy in the design of a mobile location based games,2011-09-28,,7379
143454,1012581,A psychophysical validation of tone mapping operators using a high dynamic range display,2004-08-07,,143524
708,1753513,Don't just stare at me!,2010-04-10,,1544
25362,305189,Reducing cache misses using hardware and software page placement,1999-05-01,,25517
614058,1060825,Automating metadata generation,2005-05-10,,614116
6008,1366907,Video denoising using spatio-temporal filtering,2007-06-06,,6031
2885,997852,Optimal adaptive algorithms for finding the nearest and farthest point on a parametric black-box curve,2004-06-08,,2998
941076,633029,Realistic BGP traffic for test labs,2002-08-19,,941121
3699,1016703,IP forwarding anomalies and improving their detection using multiple data sources,2004-09-03,,3712
105885,143749,Developing object-oriented user interfaces in Ada with the X Window system,1992-12-01,,105978
4422,1995476,Introduction to financial risk assessment using Monte Carlo simulation,2009-12-13,,5618
432497,1187305,Haptic video,2005-07-31,,432615
710849,1066303,Foundations of probabilistic answers to queries,2005-06-14,,710855
258042,286568,"Network communities, community networks",1998-04-01,,258402
5341,1995802,A simulation-based approach for estimating the commercial capacity of railways,2009-12-13,,5618
181592,1034449,Radial Hermite Operators for Scattered Point Cloud Data with Normal Vectors and Applications to Implicitizing Polygon Mesh Surfaces for Generalized CSG Operations and Smoothing,2004-10-10,,181890
197,1753384,The true cost of unusable password policies,2010-04-10,,1544
360299,584130,Accelerating volume rendering with texture hulls,2002-10-28,,360303
946871,505229,"A non-instrusive, wavelet-based approach to detecting network performance problems",2001-11-01,,946890
579222,218414,Animating human athletics,1995-09-15,,579394
835,1753550,Temporal hybridity,2010-04-10,,1544
6697,2007075,Trivial solution for a non-trivial problem in MANETs,2011-07-21,,6786
489895,545385,A locality-preserving cache-oblivious dynamic dictionary,2002-01-06,,490111
82561,236344,Vortex,1996-10-01,,82663
490107,545508,Pricing multicasting in more practical network models,2002-01-06,,490111
217392,1070504,"Ray shooting amid balls, farthest point from a line, and range emptiness searching",2005-01-23,,217543
816157,142702,"Diameter, width, closest line pair, and parametric searching",1992-07-01,,816219
2100,2660527,Quick-and-clean extraction of linked data entities from microblogs,2014-09-04,,2199
2195,2660535,SemCCM,2014-09-04,,2199
586941,338233,An optimal algorithm for hyperplane depth in the plane,2000-02-01,,587159
1048319,79158,Renaming in an asynchronous environment,1990-07-01,962389,
228791,810147,Computer graphics,1978-01-01,,228851
1070544,210225,Scalable concurrent counting,1995-11-01,963858,
339954,604486,Visual importance-biased image synthesis animation,2003-02-11,,340090
328834,1048993,A Progressive Register Allocator for Irregular Architectures,2005-03-20,,328847
370274,164078,On the space complexity of randomized synchronization,1993-09-01,,370280
6778,2007100,Semantic web services in clouds for semantic computing,2011-07-21,,6786
851576,808763,Speedups of deterministic machines by synchronous parallel machines,1983-12-01,,851604
508178,232983,Memory bandwidth limitations of future microprocessors,1996-05-01,,508221
6762,2007095,Feature extraction based IP traffic classification using machine learning,2011-07-21,,6786
432654,977665,Physical Experimentation with Prefetching Helper Threads on Intel's Hyper-Threaded Processors,2004-03-20,,432718
82935,335438,Privacy-preserving data mining,2000-05-16,,83116
1287,1753670,Designing urban media fa&#231;ades,2010-04-10,,1544
1574,1559773,An incremental SMLAOI algorithm for progressive downloading large scale WebVR scenes,2009-06-16,,1647
3855,2648708,Graphene nano-ribbon field-effect transistors as future low-power devices,2013-09-04,,4123
